customerID,firstName,lastName,birthDate,moneySpent,anniversary
486,Sayan,Chatterjee,4/27/1999,26244.83,8/15/2020
487,Subhajit,Bose,12/22/2004,418.55,
488,Argha,Bose,4/17/2003,35387.76,
489,Rahul,Sen,9/7/1997,30929.98,1/10/2019
490,Tanmoy,Sarkar,7/28/2004,26657.40,9/15/2024
491,Anjali,Das,10/2/1975,26833.33,11/24/2001
492,Priya,Das,7/12/1997,21585.60,8/18/2032
493,Pankaj,Banerjee,4/28/1979,9677.41,9/17/2004
494,Sandip,Dutta,11/25/1990,19905.13,
495,Riya,Ghosh,8/4/1995,11370.28,3/19/2031
496,Subhajit,Chakraborty,2/25/2004,20323.39,3/26/2026
497,Debayan,Sharma,5/8/1996,571.56,
498,Pankaj,Banerjee,6/3/1997,39240.38,11/15/2031
499,Niladri,Bose,4/12/1979,2223.33,11/17/2019
500,Mousumi,Bose,1/20/2006,13627.64,9/14/2036
